age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,y
49,management,single,tertiary,no,493,no,no,cellular,1,jun,161,no
56,admin.,married,secondary,no,510,yes,no,cellular,10,jul,288,no
39,blue-collar,single,tertiary,no,263,yes,no,cellular,29,jan,160,no
39,management,married,tertiary,no,119,yes,no,cellular,1,sep,265,yes
83,retired,married,tertiary,no,4761,no,no,telephone,8,mar,659,yes
45,blue-collar,divorced,primary,no,594,yes,no,unknown,29,may,833,yes
32,admin.,single,secondary,no,344,no,no,cellular,26,may,530,yes
60,retired,divorced,secondary,no,514,no,no,cellular,15,oct,187,yes
23,technician,single,secondary,no,4545,no,no,cellular,25,sep,242,no
59,retired,married,secondary,no,0,no,no,cellular,18,jul,247,no
34,technician,married,secondary,no,0,yes,no,cellular,3,aug,261,yes
57,technician,married,secondary,no,589,yes,no,cellular,11,aug,167,yes
31,technician,married,tertiary,no,3382,no,no,cellular,30,apr,739,yes
33,technician,married,unknown,no,0,no,no,unknown,8,may,345,no
34,admin.,married,secondary,no,48,yes,no,cellular,7,may,1806,yes
28,services,single,secondary,no,341,yes,no,cellular,15,may,437,yes
39,technician,divorced,secondary,no,902,yes,no,cellular,10,feb,691,yes
71,retired,married,primary,no,4657,no,no,cellular,16,feb,93,yes
35,student,single,secondary,no,188,yes,no,cellular,16,feb,75,yes
31,management,single,tertiary,no,0,no,no,cellular,25,aug,9,no
38,services,single,primary,no,3715,yes,no,telephone,13,may,41,no
77,retired,married,unknown,no,1807,no,no,telephone,20,oct,373,yes
28,technician,married,secondary,no,742,no,no,cellular,26,may,236,yes
34,technician,married,secondary,no,1246,no,no,unknown,28,may,88,no
26,blue-collar,single,secondary,no,309,yes,no,unknown,13,may,210,no
77,retired,divorced,secondary,no,3417,no,no,cellular,12,nov,134,yes
31,technician,single,tertiary,no,22,yes,no,unknown,9,may,483,yes
47,retired,divorced,primary,no,2576,no,no,unknown,12,jun,188,no
33,blue-collar,married,secondary,no,379,yes,yes,cellular,16,jun,263,yes
29,services,single,tertiary,no,1788,no,no,cellular,27,oct,353,yes
32,services,single,secondary,no,-23,no,no,cellular,10,jul,182,no
25,services,single,secondary,no,162,yes,no,cellular,1,sep,531,yes
84,retired,married,secondary,no,81204,no,no,telephone,1,apr,390,yes
24,admin.,single,secondary,no,99,no,no,cellular,4,may,65,no
58,management,divorced,secondary,no,10180,no,no,cellular,3,mar,180,yes
59,management,married,tertiary,no,2239,no,no,cellular,22,may,431,yes
21,student,single,secondary,no,216,no,no,cellular,5,aug,414,yes
31,blue-collar,married,secondary,no,-110,yes,no,unknown,26,may,440,no
32,blue-collar,married,secondary,no,-64,yes,no,cellular,13,may,641,no
49,blue-collar,married,primary,no,408,no,no,cellular,12,aug,559,yes
36,management,married,tertiary,no,0,yes,no,cellular,29,jan,86,no
24,student,single,secondary,no,382,no,no,cellular,30,apr,567,yes
35,admin.,married,secondary,no,2,yes,no,cellular,18,mar,194,yes
40,management,married,secondary,no,643,yes,no,cellular,17,apr,74,no
42,technician,single,tertiary,no,171,no,no,cellular,14,aug,143,no
46,technician,married,secondary,no,2149,yes,no,cellular,15,apr,282,yes
58,entrepreneur,married,secondary,no,496,no,no,cellular,22,apr,132,yes
40,technician,single,tertiary,no,47,yes,no,cellular,5,may,159,no
34,services,single,primary,no,3648,yes,no,cellular,5,feb,288,no
35,blue-collar,married,secondary,no,628,yes,no,unknown,29,may,455,no
33,services,single,unknown,no,2297,no,no,cellular,27,jul,527,yes
31,technician,single,secondary,no,388,no,no,cellular,11,aug,144,no
40,blue-collar,married,secondary,no,1245,yes,no,unknown,9,may,306,no
31,blue-collar,single,secondary,no,54,yes,no,cellular,29,jun,401,yes
45,blue-collar,married,primary,no,446,yes,no,unknown,28,may,51,no
77,management,married,unknown,no,1780,yes,no,cellular,23,apr,361,yes
51,technician,married,secondary,no,500,yes,no,cellular,20,nov,26,no
24,student,single,tertiary,no,834,no,no,cellular,9,sep,679,yes
32,blue-collar,married,secondary,no,476,yes,no,cellular,23,jul,956,yes
49,technician,single,secondary,no,-97,yes,no,unknown,6,jun,92,no
51,admin.,married,secondary,no,194,no,yes,cellular,22,jul,71,no
57,management,married,tertiary,no,2440,yes,no,unknown,15,may,391,no
54,retired,divorced,tertiary,no,0,no,no,unknown,13,may,618,yes
39,technician,married,tertiary,no,206,no,no,cellular,20,oct,148,yes
52,housemaid,married,primary,no,3798,yes,no,cellular,17,jul,1208,yes
37,technician,single,secondary,no,17,yes,no,unknown,6,may,164,no
26,management,single,tertiary,no,943,no,no,cellular,11,nov,166,yes
24,blue-collar,married,secondary,no,272,no,no,cellular,16,nov,105,yes
61,retired,married,secondary,no,195,yes,yes,unknown,6,may,179,no
32,management,married,tertiary,yes,2,no,no,cellular,8,jul,82,no
54,management,married,tertiary,no,2452,yes,no,unknown,29,may,80,no
30,management,single,tertiary,no,232,no,no,cellular,15,jul,219,yes
46,technician,married,tertiary,no,591,no,no,cellular,20,aug,50,no
34,management,single,tertiary,no,1228,no,no,cellular,5,feb,263,yes
59,retired,divorced,secondary,no,514,no,no,cellular,3,feb,261,yes
30,management,married,tertiary,no,1908,no,no,cellular,5,aug,222,no
31,unemployed,single,secondary,no,284,yes,no,cellular,2,feb,855,yes
69,management,married,tertiary,no,840,no,no,telephone,5,feb,128,yes
52,services,married,secondary,no,992,yes,no,cellular,27,jan,342,yes
63,retired,married,secondary,no,18016,no,no,cellular,7,jul,371,yes
46,management,married,tertiary,no,459,yes,no,unknown,6,may,221,no
45,blue-collar,married,primary,no,512,no,no,telephone,16,jul,98,no
76,retired,married,primary,no,3324,no,no,cellular,13,nov,122,yes
30,blue-collar,single,tertiary,no,297,no,no,cellular,7,apr,465,yes
46,admin.,married,secondary,no,5021,no,no,cellular,15,jul,957,yes
32,management,single,tertiary,no,3616,no,no,cellular,14,aug,165,no
32,technician,single,secondary,no,40,no,no,cellular,8,aug,419,yes
28,technician,single,tertiary,no,676,no,no,cellular,5,feb,1138,yes
37,management,single,tertiary,no,22125,no,yes,cellular,21,nov,331,yes
54,management,divorced,tertiary,no,487,yes,no,unknown,21,may,828,yes
31,blue-collar,married,primary,no,620,no,no,cellular,30,mar,95,no
46,admin.,married,secondary,no,31,yes,yes,telephone,28,jul,302,no
51,entrepreneur,married,primary,no,1443,no,no,cellular,18,feb,172,yes
42,self-employed,divorced,secondary,no,484,yes,no,cellular,17,jul,277,no
36,unemployed,divorced,secondary,no,5,yes,no,cellular,8,jul,305,no
33,management,single,tertiary,no,7084,no,no,cellular,27,aug,512,yes
52,self-employed,married,secondary,no,-488,yes,no,unknown,29,may,322,no
28,management,married,tertiary,no,1480,yes,no,cellular,18,may,143,no
37,technician,single,secondary,no,3326,yes,no,unknown,21,may,799,yes
33,blue-collar,single,primary,no,611,no,no,telephone,16,sep,390,yes
45,admin.,married,secondary,no,925,no,no,cellular,6,aug,406,yes
29,services,married,secondary,no,1386,yes,no,unknown,28,may,166,no
36,blue-collar,married,primary,no,828,no,no,cellular,13,may,1512,yes
30,technician,single,secondary,no,930,no,no,cellular,2,jul,396,yes
38,technician,single,secondary,no,1130,no,no,cellular,4,jun,96,yes
32,management,single,tertiary,no,312,no,no,cellular,17,feb,232,yes
30,management,single,tertiary,no,502,no,yes,cellular,18,jul,572,yes
33,entrepreneur,divorced,tertiary,no,37,no,yes,cellular,8,jul,1082,yes
45,management,married,tertiary,no,2953,yes,yes,cellular,5,feb,388,no
36,blue-collar,married,secondary,no,462,no,no,cellular,31,jul,474,no
47,services,married,secondary,no,4063,yes,yes,unknown,26,may,207,no
32,blue-collar,single,secondary,no,2093,no,no,cellular,24,sep,224,yes
31,management,married,tertiary,no,0,yes,no,cellular,14,may,215,no
31,blue-collar,married,secondary,no,754,yes,no,unknown,19,may,1022,yes
30,services,married,tertiary,no,81,no,no,cellular,22,apr,145,yes
52,housemaid,married,primary,no,310,no,yes,unknown,12,jun,100,no
40,blue-collar,married,secondary,no,1313,no,no,unknown,14,may,87,no
48,management,divorced,tertiary,no,17964,yes,no,cellular,26,may,208,yes
54,retired,married,secondary,no,1851,no,no,unknown,11,jun,296,no
38,blue-collar,single,tertiary,no,797,yes,no,unknown,11,jun,124,no
50,management,single,tertiary,no,1200,no,no,cellular,14,aug,904,yes
46,technician,married,secondary,no,0,no,no,cellular,30,apr,200,yes
24,student,single,secondary,no,1123,no,no,cellular,13,jul,475,yes
33,management,single,tertiary,no,-2,no,yes,cellular,25,aug,147,no
43,blue-collar,married,primary,no,3917,no,no,cellular,3,jun,725,yes
30,self-employed,single,tertiary,no,432,yes,no,cellular,2,feb,402,yes
33,admin.,single,secondary,no,673,yes,no,unknown,14,may,199,no
27,self-employed,divorced,secondary,no,165,yes,no,cellular,6,feb,1160,no
26,technician,single,secondary,no,626,yes,no,cellular,15,may,412,no
34,technician,married,secondary,no,806,no,no,cellular,19,jul,253,yes
37,unemployed,single,secondary,no,443,no,no,cellular,29,jan,1600,yes
42,admin.,divorced,secondary,no,153,yes,no,unknown,16,may,844,yes
55,services,married,secondary,no,1150,no,yes,cellular,23,jul,218,no
31,entrepreneur,married,primary,no,-98,yes,no,cellular,18,may,9,no
47,management,married,secondary,no,1077,no,no,cellular,31,jul,367,no
77,retired,married,secondary,no,820,no,no,telephone,21,oct,330,yes
58,technician,married,primary,no,4198,no,no,cellular,15,oct,441,yes
43,management,married,tertiary,no,703,yes,no,cellular,12,may,67,no
53,admin.,married,secondary,no,459,no,no,cellular,5,apr,558,yes
43,management,married,tertiary,no,6,no,no,cellular,8,aug,324,no
33,student,single,unknown,no,2321,no,no,cellular,2,aug,308,no
51,retired,married,primary,no,229,yes,no,unknown,5,may,353,no
33,blue-collar,single,secondary,no,855,no,no,unknown,28,may,99,no
46,admin.,married,secondary,no,-121,yes,yes,cellular,8,jul,214,no
34,management,single,tertiary,no,9827,yes,no,cellular,13,aug,871,yes
55,blue-collar,married,primary,no,1373,no,no,unknown,9,may,1087,no
47,services,married,secondary,no,367,yes,no,cellular,12,may,309,yes
53,technician,married,secondary,no,768,yes,no,cellular,10,jul,218,no
47,management,single,tertiary,no,551,no,no,cellular,29,oct,124,yes
32,blue-collar,single,tertiary,no,700,no,no,unknown,13,nov,90,yes
28,unemployed,married,secondary,no,293,yes,no,cellular,20,apr,230,no
34,entrepreneur,married,tertiary,no,368,no,yes,cellular,20,nov,366,no
38,technician,divorced,secondary,no,1803,no,yes,cellular,17,jul,172,no
24,student,married,unknown,no,146,no,no,cellular,16,apr,176,no
29,blue-collar,married,secondary,no,415,yes,no,cellular,11,may,128,no
52,blue-collar,married,unknown,no,0,yes,no,cellular,9,jul,1486,yes
45,management,divorced,tertiary,no,1,no,no,cellular,6,aug,490,yes
43,blue-collar,single,primary,no,-399,no,yes,cellular,28,jul,662,yes
30,management,single,tertiary,no,5561,yes,no,cellular,27,feb,195,yes
39,technician,married,secondary,no,2983,no,no,cellular,3,dec,472,yes
38,technician,single,tertiary,no,5122,yes,no,cellular,20,nov,370,no
52,services,married,secondary,no,5,yes,yes,cellular,11,jul,94,no
36,technician,divorced,tertiary,no,119,no,no,cellular,23,jul,127,no
39,admin.,married,secondary,no,1757,no,no,telephone,28,oct,125,yes
60,retired,divorced,tertiary,no,4,yes,no,cellular,2,dec,415,yes
35,technician,single,tertiary,no,670,no,no,cellular,13,oct,301,yes
42,management,married,tertiary,no,6080,no,no,cellular,21,nov,98,no
22,self-employed,single,secondary,no,2138,no,yes,cellular,10,aug,164,yes
43,entrepreneur,married,tertiary,no,903,yes,no,cellular,7,apr,197,no
31,services,single,secondary,no,1027,no,no,cellular,2,jul,217,yes
30,admin.,single,secondary,no,-36,no,no,cellular,16,jul,561,yes
46,blue-collar,married,tertiary,no,1497,yes,no,unknown,19,may,374,no
43,technician,married,secondary,no,2041,yes,yes,unknown,29,may,162,no
58,blue-collar,married,secondary,no,25,no,no,unknown,9,jun,486,yes
65,retired,married,tertiary,no,1973,no,no,telephone,21,apr,396,yes
35,management,married,tertiary,no,2682,yes,no,cellular,9,jul,156,no
51,housemaid,married,unknown,no,2337,yes,no,cellular,16,apr,251,yes
32,management,married,secondary,no,134,yes,yes,cellular,15,may,532,yes
35,management,married,tertiary,no,323,no,no,cellular,11,jan,261,yes
47,services,married,secondary,no,367,yes,no,cellular,10,jul,476,yes
33,blue-collar,married,primary,no,35,no,no,cellular,15,may,47,no
40,management,married,tertiary,no,1308,no,no,telephone,3,feb,1776,yes
41,management,married,tertiary,no,1143,yes,no,cellular,5,feb,134,no
71,retired,divorced,secondary,no,4380,no,no,cellular,22,sep,369,yes
34,blue-collar,married,primary,no,170,yes,yes,telephone,17,apr,599,no
32,management,married,tertiary,no,1270,no,no,cellular,19,aug,232,yes
76,retired,married,secondary,no,2302,no,no,telephone,5,feb,110,no
34,management,single,unknown,no,6013,yes,no,cellular,18,may,612,yes
44,management,married,tertiary,no,1791,no,no,telephone,12,aug,201,yes
31,management,single,tertiary,no,924,no,no,cellular,7,sep,231,yes
36,admin.,divorced,secondary,no,592,no,no,cellular,13,oct,204,yes
32,unemployed,single,secondary,no,1026,yes,no,cellular,13,may,289,yes
43,technician,divorced,secondary,no,1648,no,no,cellular,17,nov,80,no
55,housemaid,married,primary,no,43,no,yes,unknown,26,jun,464,no
40,blue-collar,married,secondary,no,-839,yes,yes,cellular,16,jul,1018,yes
71,retired,married,primary,no,3230,no,no,cellular,24,may,341,yes
37,management,married,tertiary,no,3236,no,no,cellular,20,may,291,yes
44,blue-collar,married,secondary,no,1397,no,no,cellular,20,nov,326,no
38,admin.,single,secondary,no,262,no,no,cellular,3,feb,315,yes
35,admin.,single,secondary,no,321,no,no,cellular,21,jul,143,yes
51,blue-collar,married,primary,no,202,yes,no,unknown,8,may,200,no
34,technician,single,secondary,no,341,no,yes,cellular,29,jan,136,no
52,blue-collar,married,secondary,no,380,yes,yes,cellular,8,jul,58,no
48,housemaid,married,secondary,no,513,no,yes,cellular,28,jul,939,yes
31,services,married,secondary,no,371,yes,yes,cellular,17,apr,654,no
53,housemaid,married,primary,no,2581,no,no,cellular,21,oct,828,yes
43,admin.,single,secondary,no,275,yes,no,unknown,12,may,457,no
56,management,married,tertiary,no,665,no,no,cellular,29,aug,25,no
59,retired,divorced,primary,no,643,yes,no,unknown,13,may,354,no
44,technician,divorced,secondary,no,14,no,no,cellular,13,nov,167,yes
44,services,married,secondary,no,-289,no,yes,cellular,20,nov,487,no
31,unemployed,single,secondary,no,315,no,no,cellular,30,jan,130,no
32,technician,married,secondary,no,560,no,no,cellular,6,aug,1044,yes
30,self-employed,married,tertiary,no,-517,yes,yes,cellular,22,aug,123,no
40,admin.,divorced,secondary,no,2129,no,no,cellular,30,apr,452,yes
41,blue-collar,married,secondary,no,140,yes,no,cellular,3,jun,96,no
61,management,married,tertiary,no,997,no,no,cellular,22,jun,269,yes
37,management,married,tertiary,yes,0,no,no,cellular,17,nov,44,no
38,technician,married,secondary,no,4539,no,no,cellular,16,sep,387,yes
29,blue-collar,married,secondary,no,100,yes,yes,cellular,6,may,152,no
40,admin.,married,secondary,no,1535,yes,no,unknown,14,may,704,yes
29,housemaid,single,tertiary,no,19,no,no,cellular,5,feb,110,yes
33,technician,single,tertiary,no,1636,yes,no,cellular,27,feb,165,yes
47,unemployed,married,secondary,no,817,no,no,cellular,7,apr,721,yes
44,entrepreneur,single,unknown,no,323,no,no,cellular,28,jul,332,yes
25,management,married,tertiary,no,4461,no,no,cellular,11,mar,796,yes
41,unknown,single,unknown,no,942,no,no,cellular,22,apr,219,yes
30,unemployed,single,secondary,no,2424,no,no,cellular,12,nov,110,yes
26,student,single,tertiary,no,39,no,no,cellular,26,may,396,yes
39,technician,married,secondary,no,-72,yes,no,unknown,26,may,207,no
32,technician,married,secondary,no,-1,no,no,cellular,14,aug,153,no
46,management,married,tertiary,no,699,no,no,cellular,30,apr,970,yes
57,retired,married,secondary,no,1044,no,no,telephone,12,jul,567,yes
37,management,married,secondary,no,5447,yes,yes,cellular,17,nov,1789,yes
45,management,married,tertiary,no,226,yes,no,cellular,15,feb,91,yes
57,entrepreneur,married,secondary,no,926,no,no,unknown,17,jun,447,no
29,technician,single,unknown,no,0,no,yes,cellular,22,jul,338,no
54,management,married,tertiary,no,8295,no,no,cellular,5,jun,207,yes
30,blue-collar,married,primary,no,243,no,yes,cellular,9,feb,133,no
40,unemployed,single,tertiary,no,72,no,no,cellular,30,apr,463,yes
24,student,single,secondary,no,382,no,no,cellular,13,nov,256,yes
33,blue-collar,single,unknown,no,-90,yes,no,unknown,13,may,415,no
45,blue-collar,married,primary,no,101,yes,no,unknown,12,may,460,yes
38,management,married,tertiary,no,413,no,no,cellular,13,apr,240,yes
39,management,married,primary,no,0,no,no,unknown,11,jun,308,no
71,retired,divorced,primary,no,275,no,no,cellular,14,jun,293,yes
53,management,married,secondary,no,2693,no,no,cellular,5,mar,90,yes
45,blue-collar,divorced,primary,no,-69,yes,no,cellular,13,may,118,no
22,student,single,secondary,no,948,no,no,telephone,25,feb,169,yes
29,student,single,secondary,no,314,no,no,cellular,7,dec,415,yes
30,blue-collar,married,secondary,no,90,yes,no,cellular,12,may,232,no
27,admin.,single,secondary,no,261,yes,yes,cellular,3,jun,592,yes
29,services,married,secondary,no,30,yes,no,cellular,23,jul,74,no
41,self-employed,married,tertiary,no,57,no,no,cellular,19,aug,61,no
46,services,married,secondary,no,89,yes,no,unknown,7,may,479,no
51,services,married,secondary,no,434,no,no,cellular,5,aug,513,no
46,management,divorced,secondary,no,16,yes,yes,unknown,5,may,188,no
47,admin.,single,tertiary,no,0,no,no,cellular,29,jan,137,no
60,management,married,tertiary,no,2222,yes,no,cellular,11,jul,1120,yes
28,technician,single,tertiary,no,11862,no,no,cellular,21,oct,549,yes
50,services,married,secondary,no,320,no,no,telephone,21,dec,294,yes
29,blue-collar,single,tertiary,no,455,no,no,telephone,21,apr,403,yes
33,blue-collar,married,primary,no,496,no,no,cellular,12,may,151,no
53,technician,married,tertiary,no,673,yes,no,cellular,9,jul,182,no
39,self-employed,married,tertiary,no,1047,no,no,unknown,6,jun,554,yes
34,management,married,tertiary,no,589,no,no,cellular,19,apr,125,yes
33,management,single,tertiary,no,718,yes,no,cellular,29,jun,271,yes
41,management,married,tertiary,no,5561,no,no,cellular,20,aug,649,yes
49,admin.,married,secondary,no,0,no,no,cellular,30,apr,551,yes
31,services,single,secondary,no,605,yes,no,unknown,28,may,222,no
49,technician,single,secondary,no,-188,yes,yes,cellular,17,nov,454,yes
29,blue-collar,married,primary,no,5,no,no,cellular,3,jun,321,yes
36,entrepreneur,single,tertiary,no,658,yes,no,unknown,16,jun,61,no
27,self-employed,married,secondary,no,-220,yes,no,unknown,26,may,138,no
33,blue-collar,single,primary,no,863,yes,no,telephone,13,may,622,yes
58,retired,married,tertiary,no,1425,no,no,cellular,30,apr,224,yes
39,management,married,tertiary,no,2985,no,no,cellular,14,aug,91,no
40,blue-collar,married,primary,no,665,yes,no,cellular,9,jul,781,yes
69,technician,married,tertiary,no,482,no,no,cellular,29,jul,478,yes
34,technician,married,tertiary,no,7050,no,no,cellular,7,aug,130,yes
29,technician,single,secondary,no,426,yes,no,telephone,29,jul,121,no
28,management,single,tertiary,no,502,no,no,cellular,16,jun,136,yes
50,admin.,married,secondary,no,106,no,yes,cellular,7,aug,59,no
50,technician,married,secondary,no,0,no,no,telephone,22,aug,295,no
32,services,single,tertiary,no,945,no,no,cellular,20,nov,531,yes
23,entrepreneur,single,primary,no,4,yes,no,unknown,13,may,395,yes
32,admin.,single,secondary,no,471,no,yes,cellular,2,apr,243,yes
44,blue-collar,married,secondary,no,575,yes,no,unknown,5,may,477,no
53,blue-collar,married,secondary,no,5700,yes,no,unknown,14,may,97,no
39,blue-collar,single,secondary,no,649,yes,no,cellular,15,apr,668,yes
28,admin.,single,tertiary,no,14,no,no,cellular,1,jun,201,no
27,admin.,married,tertiary,no,2855,no,no,cellular,22,jul,138,yes
46,management,single,tertiary,no,0,no,no,cellular,22,aug,686,yes
46,management,married,unknown,no,2466,no,no,telephone,1,apr,216,yes
28,management,single,tertiary,no,6784,no,no,cellular,1,oct,502,yes
35,entrepreneur,single,tertiary,no,-880,no,yes,cellular,24,jul,77,no
44,technician,married,secondary,no,366,no,yes,cellular,18,aug,212,no
34,entrepreneur,married,tertiary,no,0,yes,no,cellular,6,may,611,yes
47,technician,married,secondary,no,335,no,no,cellular,4,may,417,yes
34,self-employed,single,tertiary,no,462,no,no,cellular,21,aug,1877,yes
34,unemployed,married,secondary,no,1243,yes,yes,cellular,8,may,157,no
46,blue-collar,married,secondary,no,450,yes,no,cellular,17,apr,198,no
32,services,married,secondary,no,38,yes,no,cellular,15,may,744,yes
46,admin.,divorced,secondary,no,2232,no,no,cellular,13,feb,121,yes
33,technician,single,secondary,no,513,yes,no,unknown,9,may,53,no
27,technician,single,tertiary,no,1075,no,no,cellular,2,sep,529,yes
31,management,divorced,tertiary,no,1145,yes,no,unknown,26,may,1272,yes
54,management,married,secondary,no,1134,yes,no,cellular,25,jul,1330,yes
26,technician,single,tertiary,no,515,no,no,cellular,31,may,775,yes
48,entrepreneur,single,tertiary,no,318,yes,no,cellular,5,feb,1017,yes
25,student,single,secondary,no,203,no,no,cellular,4,may,108,no
29,student,single,secondary,no,1925,no,no,cellular,21,oct,150,yes
46,services,divorced,secondary,no,2044,no,yes,unknown,16,jun,75,no
51,technician,married,tertiary,no,1347,yes,yes,cellular,10,feb,160,yes
36,blue-collar,single,secondary,no,340,no,yes,unknown,16,jun,559,no
36,blue-collar,divorced,primary,no,715,no,yes,cellular,28,jul,128,no
55,management,married,tertiary,no,568,no,no,cellular,12,aug,940,yes
24,blue-collar,single,secondary,no,0,yes,no,unknown,19,may,202,no
57,technician,married,secondary,no,437,yes,no,unknown,19,may,44,no
45,blue-collar,married,secondary,no,96,yes,no,cellular,13,apr,348,yes
49,management,married,tertiary,no,4374,yes,no,cellular,31,jul,68,no
42,management,divorced,tertiary,no,1116,yes,no,unknown,19,may,88,no
30,services,single,unknown,no,138,yes,no,cellular,20,apr,187,no
35,management,divorced,tertiary,no,434,yes,no,cellular,13,aug,1314,yes
49,admin.,married,secondary,no,3608,yes,no,unknown,13,nov,231,yes
37,blue-collar,divorced,secondary,no,614,yes,no,unknown,20,may,185,no
30,management,single,tertiary,no,5389,no,no,cellular,6,aug,1456,yes
61,entrepreneur,divorced,secondary,no,369,no,no,unknown,18,jun,82,no
47,management,married,tertiary,no,600,no,no,cellular,19,aug,290,yes
57,management,married,primary,no,0,no,no,unknown,19,may,455,no
24,technician,single,secondary,no,598,no,no,cellular,12,may,762,yes
32,management,single,tertiary,no,1134,no,no,cellular,28,aug,85,no
57,unemployed,married,secondary,no,3754,no,no,cellular,5,feb,1063,yes
58,self-employed,married,secondary,no,0,yes,no,unknown,15,may,272,no
35,technician,divorced,tertiary,no,4515,yes,no,cellular,19,nov,98,no
47,technician,married,secondary,no,0,no,no,cellular,21,nov,591,yes
40,services,married,primary,no,-9,yes,no,unknown,15,may,920,yes
26,student,single,tertiary,no,10086,no,no,cellular,21,apr,110,yes
37,services,single,secondary,no,1045,no,no,cellular,17,mar,406,yes
33,technician,married,secondary,no,806,no,no,cellular,17,apr,108,yes
32,blue-collar,married,primary,no,415,yes,no,unknown,2,jun,777,yes
41,blue-collar,married,secondary,no,1384,yes,no,unknown,15,may,1162,yes
29,management,single,tertiary,no,224,yes,no,cellular,24,apr,65,yes
32,blue-collar,married,primary,no,-283,yes,no,cellular,18,may,24,no
31,blue-collar,single,tertiary,no,761,no,no,telephone,18,nov,514,yes
31,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,143,no
53,unemployed,divorced,secondary,no,587,no,no,cellular,19,nov,561,yes
30,blue-collar,single,unknown,no,194,yes,no,unknown,16,may,410,no
37,management,married,tertiary,no,708,yes,no,cellular,27,feb,32,no
38,blue-collar,married,secondary,no,1391,yes,no,telephone,5,jun,614,no
40,technician,married,secondary,no,2266,no,no,cellular,16,oct,447,yes
26,student,single,secondary,no,132,no,no,cellular,4,jun,217,yes
40,services,married,primary,no,44,yes,no,unknown,16,may,144,no
44,management,single,tertiary,no,1277,yes,no,cellular,17,apr,77,no
55,unemployed,divorced,secondary,no,309,no,no,cellular,21,oct,467,yes
56,unemployed,married,primary,no,122,no,no,cellular,4,feb,72,no
33,management,married,tertiary,no,1297,yes,no,cellular,14,oct,117,no
58,entrepreneur,married,secondary,no,670,yes,no,cellular,12,may,1272,yes
31,student,single,tertiary,no,64,no,no,cellular,2,jun,261,yes
36,management,married,secondary,no,-267,no,no,cellular,21,jul,368,no
37,management,married,tertiary,no,57,no,no,unknown,16,jun,77,no
86,retired,single,secondary,no,614,no,no,telephone,9,dec,595,yes
34,technician,single,secondary,no,102,no,no,cellular,30,jan,89,no
23,services,single,secondary,no,279,yes,no,cellular,18,may,843,yes
37,blue-collar,single,secondary,no,415,no,no,unknown,18,jun,203,no
38,technician,married,secondary,no,5115,yes,no,cellular,27,feb,99,yes
51,management,married,tertiary,no,1394,yes,no,cellular,5,aug,115,no
34,management,married,tertiary,no,118,no,yes,telephone,17,jul,171,no
31,unemployed,single,tertiary,no,302,no,no,cellular,3,feb,349,yes
67,retired,married,tertiary,no,1341,no,no,cellular,13,feb,706,yes
45,services,divorced,secondary,no,608,yes,yes,cellular,7,may,1135,yes
71,retired,married,primary,no,2600,no,no,cellular,13,nov,186,yes
26,management,single,tertiary,no,-630,yes,yes,unknown,3,jun,192,no
34,technician,single,tertiary,no,2838,yes,no,cellular,13,may,620,yes
36,blue-collar,single,secondary,no,366,yes,yes,unknown,30,may,1133,yes
54,housemaid,married,secondary,no,378,no,no,unknown,6,jun,371,no
41,management,divorced,tertiary,no,8106,no,no,cellular,19,nov,39,no
46,management,married,secondary,no,1114,no,no,cellular,31,jul,87,no
74,retired,divorced,tertiary,no,3810,yes,no,cellular,17,may,492,no
46,admin.,married,secondary,no,556,yes,yes,unknown,15,may,646,yes
34,services,married,secondary,no,1076,no,no,cellular,12,may,152,yes
40,management,married,tertiary,no,198,yes,no,cellular,18,may,214,no
35,management,married,tertiary,no,1906,yes,no,cellular,16,apr,102,no
26,student,single,secondary,no,620,no,no,cellular,22,may,223,yes
33,management,single,tertiary,no,87,no,no,cellular,12,aug,978,yes
53,blue-collar,married,secondary,no,1777,yes,no,cellular,21,nov,796,yes
46,management,divorced,tertiary,no,624,no,no,cellular,17,sep,336,yes
30,management,single,secondary,no,-62,no,yes,cellular,30,jul,117,no
33,blue-collar,married,primary,no,141,yes,no,unknown,21,may,578,no
58,retired,married,primary,no,4158,no,no,cellular,13,aug,455,yes
40,blue-collar,married,primary,no,0,no,no,unknown,20,jun,618,no
39,services,married,secondary,no,323,no,no,cellular,9,jun,874,yes
54,unemployed,divorced,secondary,no,309,no,no,cellular,20,apr,241,yes
56,technician,married,secondary,no,23,no,no,cellular,20,nov,857,yes
37,housemaid,single,secondary,no,-178,yes,no,unknown,6,jun,122,no
24,student,single,secondary,no,4126,no,no,cellular,5,apr,907,yes
40,technician,single,secondary,no,572,no,no,cellular,21,aug,971,no
25,admin.,married,tertiary,no,906,no,no,cellular,26,may,253,yes
34,blue-collar,married,secondary,no,496,yes,no,cellular,13,may,333,yes
38,student,divorced,tertiary,no,2946,no,no,cellular,16,jun,605,yes
59,retired,married,secondary,no,11,no,no,cellular,20,nov,318,no
33,admin.,single,secondary,no,5,yes,no,cellular,15,may,934,yes
45,blue-collar,divorced,primary,no,1805,no,no,cellular,7,jul,758,no
33,admin.,divorced,secondary,no,294,yes,no,cellular,8,may,763,yes
39,retired,single,primary,no,-79,no,no,unknown,9,may,180,no
30,services,divorced,secondary,no,-94,yes,no,cellular,14,jul,41,no
